日期,上轨,中轴10,下轨
2006-12-12,2.518,2.256,1.994
2006-12-13,2.511,2.295,2.079
2006-12-14,2.579,2.333,2.087
2006-12-15,2.624,2.356,2.088
2006-12-18,2.64,2.364,2.088
2006-12-19,2.659,2.37,2.081
2006-12-20,2.746,2.406,2.066
2006-12-21,2.771,2.429,2.087
2006-12-22,2.733,2.465,2.197
2006-12-25,2.721,2.493,2.265
2006-12-26,2.66,2.523,2.386
2006-12-27,2.646,2.532,2.418
2006-12-28,2.654,2.517,2.38
2006-12-29,2.652,2.514,2.376
2007-01-04,2.697,2.534,2.371
2007-01-05,2.82,2.565,2.31
2007-01-08,2.949,2.595,2.241
2007-01-09,3.103,2.649,2.195
2007-01-10,3.221,2.712,2.203
2007-01-11,3.284,2.761,2.238
2007-01-12,3.289,2.791,2.293
2007-01-15,3.367,2.861,2.355
2007-01-16,3.389,2.944,2.499
2007-01-17,3.34,3.006,2.672
2007-01-18,3.378,3.073,2.768
2007-01-19,3.686,3.17,2.654
2007-01-22,4.175,3.309,2.443
2007-01-23,4.525,3.445,2.365
2007-01-24,4.862,3.599,2.336
2007-01-25,4.981,3.724,2.467
2007-01-26,5.038,3.882,2.726
2007-01-29,5.199,4.038,2.877
2007-01-30,5.204,4.159,3.114
2007-01-31,5.042,4.251,3.46
2007-02-01,4.855,4.328,3.801
2007-02-02,4.821,4.342,3.863
2007-02-05,4.812,4.319,3.826
2007-02-06,4.797,4.31,3.823
2007-02-07,4.711,4.276,3.841
2007-02-08,4.8,4.313,3.826
2007-02-09,4.889,4.345,3.801
2007-02-12,4.922,4.353,3.784
2007-02-13,5.029,4.392,3.755
2007-02-14,5.225,4.502,3.779
2007-02-15,5.437,4.622,3.807
2007-02-16,5.668,4.786,3.904
2007-02-26,5.863,4.942,4.021
2007-02-27,5.836,5.004,4.172
